pack_name,piece_count_1,piece_count_2,difficulty_rating_1,difficulty_rating_2,brand_1,brand_2,num_puzzles,pieces_d1,pieces_d2,pieces_d3,pieces_d4,piece_count_pack,difficulty_rating_pack,w_pieces_diff_transformed,holdtime
Liberty Puzzles Lynon Aksamit Octopus ,495,0,3,2,Liberty,Liberty,1,0,0,495,0,495,3,0.3937604476424351,22.43059548617684
Ecru Puzzles Mystery Puzzle #16 Artifact Puzzles Jethro Buck Wild Things,331,530,2,3,Artifact,Ecru,2,0,331,530,0,861,2,1.222566432641649,37.78579567356008
"Liberty Puzzles Vsevolod Niculin Bel Paese - Gastronomical Map of Italy Liberty Puzzles Giovanni Panini Interior of St. Peters, Rome",463,547,1,3,Liberty,Liberty,2,463,0,547,0,1010,2,1.079773137847183,13.081620478499303
Snowflake Puzzles Colorful Twirly-ques Ecru Puzzles Mystery Puzzle #23,500,300,2,1,Ecru,Other-Hand-cut,2,300,500,0,0,800,1,0.15092792347071468,32.800315769583904
Ecru Puzzles Piet Mondrian Oostzijdse Mill Artifact Puzzles Kessel Butterflies,181,161,2,1,Artifact,Ecru,2,161,181,0,0,342,1,-1.2650216317839509,45.71016864294345
Liberty Puzzles World Map ,1017,0,3,3,Liberty,Liberty,1,0,0,1017,0,1017,3,1.8988721265882265,16.40056746382898
Liberty Puzzles Jan-Loup Grand Circuit Des Capitales ,739,0,3,2,Liberty,Liberty,1,0,0,739,0,739,3,1.1893935069218533,33.49533932335466
Mr. Bob Puzzles Noongar Seasons Djeran Mr. Bob Puzzles Noongar Seasons Birak,252,252,1,1,Other-Laser-cut,Other-Laser-cut,2,504,0,0,0,504,1,-1.314463669375673,61.46963159476275
Wentworth Puzzles Spring Sakura ,1000,0,2,2,Wentworth,Wentworth,1,0,1000,0,0,1000,2,0.9752504390137802,25.92013991568139
Liberty Puzzles Beetles Ecru Puzzles Nicole Gustafson The Bookkeeper,246,372,1,2,Ecru,Liberty,2,246,372,0,0,618,1,-0.3157778033900763,65.2642379083224
Artifact Puzzles Joe Vaux Garden Of Earthly Delights ,619,0,2,2,Artifact,Artifact,1,0,619,0,0,619,2,0.06425041722427771,1.9910816929183448
Stumpcraft Roland Gissing Sunset Glow Wentworth Sue Jenkins Clock,325,0,2,2,unknown,unknown,1,0,325,0,0,325,2,-0.9627068847095733,2.970693223915845
Mr. Gogo Puzzles Just A Challenge Mr. Gogo Puzzles Lucky Flower ,264,269,2,2,Other-Hand-cut,Other-Hand-cut,2,0,533,0,0,533,2,-0.19297411751299898,2.25300241026022
Artifact Puzzles Seurat Grande Jatte Artifact Puzzles Joe Vaux Fishing Village,428,254,2,1,Artifact,Artifact,2,254,428,0,0,682,1,-0.12460643772534971,4.081835299528808
Artifact Puzzles Iris Scott Tiger Fire Artifact Puzzles Rachel Pedder-Smith Abandoned Garden,306,296,3,2,Artifact,Artifact,2,0,296,306,0,602,2,0.4249513289062019,1.0882935890847338
Artifact Puzzles APAK Islands Of Life Artifact Puzzles Tyukanov Uprising of the Sausages,165,360,1,3,Artifact,Artifact,2,165,0,360,0,525,2,0.07418381876371641,3.782408504158032
Stumpcraft Mandy Budan Falling ,460,0,3,2,Other-Laser-cut,Other-Laser-cut,1,0,0,460,0,460,3,0.25867160187802024,2.2373090544764467
DaVici Red Book ,700,0,3,2,DaVici,DaVici,1,0,0,700,0,700,3,1.0758194445125582,4.918409469020313
DaVici Puzzles Nadezhda Strelkina Peace On Earth ,695,0,2,2,DaVici,DaVici,1,0,695,0,0,695,2,0.27183525277538384,7.053328387440197
Mr. Gogo Puzzles Hypnosis ,472,0,4,2,Other-Hand-cut,Other-Hand-cut,1,0,0,0,472,472,4,0.8584250251725805,3.900438343364769
Artifact Puzzles Peruvian Tapestry Artifact Puzzles Susan Loy Marriage Of Two Minds,268,255,3,3,Artifact,Artifact,2,0,0,523,0,523,3,0.49718080031385303,4.015730923434896
Snowflake Puzzles Portrait of an Elizabethan Woman ,451,0,3,2,Other-Hand-cut,Other-Hand-cut,1,0,0,451,0,451,3,0.22279939577881486,4.143886068585567
Ecru Puzzles Ton Dubbeldam Provence Revisited Ecru Puzzles Mystery Puzzle #17,293,280,2,1,Ecru,Ecru,2,280,293,0,0,573,1,-0.5308596325095755,4.123091355990359
Mr. Gogo Puzzles Watermelon TurtleTeasers Melissa Lipton Colorado Aspens,443,157,4,4,Other-Hand-cut,Other-Hand-cut,2,0,0,0,600,600,4,1.3590521236351787,4.80155158745875
DaVici Puzzles Millenium Tree ,1098,0,3,2,DaVici,DaVici,1,0,0,1098,0,1098,3,2.0799635109936836,4.8101015576939465
Artifact Puzzles Roch Urbaniak Unexpected Visitor Artifact Puzzles Lucas Cranach the Elder Hunting at Hartenfels Castle,303,349,2,1,Artifact,Artifact,2,349,303,0,0,652,1,-0.37451755632124767,1.3170210750297568
Nautilus Vincent Van Gogh Rowing Boats on the Bank of the Oise ,434,0,2,2,Nautilus,Nautilus,1,0,434,0,0,434,2,-0.5272278739865288,1.8637145614817707
Mr. Gogo Puzzles Alphonse Mucha The Precious Stones ,726,0,1,2,Other-Hand-cut,Other-Hand-cut,1,726,0,0,0,726,1,-0.8008504134672799,1.8102458944890043
Stumpcraft Puzzles Tom Thomson Soft Maple in Autumn ,408,0,3,2,Other-Laser-cut,Other-Laser-cut,1,0,0,408,0,408,3,0.04426729577175574,2.7161083362806133
Artifact Puzzles Daniel Merriam Tailspin (Discontinued Limited Edition) Artifact Puzzles Tom Kid McCay City (Discontinued),303,415,3,3,Artifact,Artifact,2,0,0,718,0,718,3,1.128764296150188,2.6600979150739583
"Wentworth Puzzles Joe Cornish Whitby Harbour, Summer Twilight Wentworth Puzzles Anne Eliza Urquhart Mosaic Diamonds Quilt, 1861",609,199,2,2,Wentworth,Wentworth,2,0,808,0,0,808,2,0.5533958107681397,2.8067488310259376
Nautilus Puzzles Andre Derain The Drying Sails ,407,0,2,2,Nautilus,unknown,1,0,407,0,0,407,2,-0.6273772864370792,1.7974868161621296
Ecru Puzzles Iris Scott The Discussion Ecru Puzzles Nico Klopp Martigues,197,302,2,3,Ecru,Ecru,2,0,197,302,0,499,2,0.15092792347071468,1.755525175034051
Artifact Puzzles Renoir Dance At Le Moulin De La Galette Artifact Puzzles Monet Woman With Parasol,347,357,2,2,Artifact,Artifact,2,0,704,0,0,704,2,0.29536685158340276,3.6120643887373727
Artifact Puzzles Van Gogh Bridge In The Rain Artifact Puzzles Brueghel Music Room,267,287,1,2,Artifact,Artifact,2,267,287,0,0,554,1,-0.5767504330436005,1.8379710928578472
Artifact Puzzles Qiu Ying Han Palace Artifact Puzzles Guiseppe Arcimboldo Vertumnus,423,314,3,2,Artifact,Artifact,2,0,314,423,0,737,2,0.8679859689739012,2.777596800188692
Nervous Systems Agate Puzzle Thom Spencer Wheel of Changing Colors,171,441,3,4,Other-Hand-cut,Other-Laser-cut,2,0,0,171,441,612,3,1.246045203692855,5.789056869850012
Artifact Puzzles Edward Henry Potthast Brighton Beach Artifact Puzzles Van Gogh Boats,170,325,2,2,Artifact,Artifact,2,0,495,0,0,495,2,-0.3157778033900763,5.790046530387222
Stumpcraft Puzzles Monique Munoz We Are The Lotus Kids ,888,0,3,2,Other-Laser-cut,Other-Laser-cut,1,0,0,888,0,888,3,1.588805594230016,4.930207443573576
Wentworth Puzzles Steve Crisp Halloween House Wentworth Puzzles The Puzzle that Pines for Your Attention,518,504,1,4,Wentworth,Wentworth,2,518,0,0,504,1022,2,1.4777255609805364,10.732312115713343
Artifact Puzzles Victor Molev Tale Of The Lost Space Ecru Puzzles Aaron Wolf The Kingdom,303,214,4,2,Artifact,Ecru,2,0,214,0,303,517,3,0.5816690851946399,2.81111556183676
Artifact Puzzles Jim Flora Chioggia Ecru Puzzles Scott Gustafson Belling The Cat,359,364,1,3,Artifact,Ecru,2,359,0,364,0,723,2,0.35075670579675067,2.855696456919248
Liberty Puzzles World Map ,1017,0,3,3,Liberty,Liberty,1,0,0,1017,0,1017,3,1.8988721265882265,4.846997091929942
Nervous Systems Baffling Bubbles  Nervous Systems 2-in-1 Challenge,325,0,2,2,unknown,unknown,1,0,325,0,0,325,2,-0.9627068847095733,6.008653993412072
Liberty Puzzles Isaac Grunewald The Blue Pergola Liberty Puzzles Claude Monet The Artists Garden at Vetheuil,481,480,2,2,Liberty,Liberty,2,0,961,0,0,961,2,0.8943817243739924,1.869810220179028
Liberty Puzzle Dr. Seuss Plethora of Cats Liberty Puzzles Linnea Pergola Metropolitain,545,616,3,1,Liberty,Liberty,2,616,0,545,0,1161,2,1.221623566584456,4.730054059106643
Liberty Puzzles Atkinson On The River Greta ,609,0,4,2,Liberty,Liberty,1,0,0,0,609,609,4,1.3913726032229987,3.808702045694537
Liberty Puzzles Linnea Pergola Portofino Italy Ecru Puzzles Allen Gilbert Cram Fishermans Cottage,630,158,2,2,Ecru,Liberty,2,0,788,0,0,788,2,0.5056258888555227,1.6320934362562036
Artifact Puzzles Jethro Buck Reading On The Carpet Of Paradise ,378,0,3,2,Artifact,Artifact,1,0,0,378,0,378,3,-0.08809687413918219,4.865475512577199
Artifact Puzzles Renoir Oarsmen Artifact Puzzles Van Gogh Bedroom In Arles,297,347,2,1,Artifact,Artifact,2,347,297,0,0,644,1,-0.39842757364980713,4.888298784750625
Liberty Puzzles Jean Jans The Younger The Battle Of Granicus ,602,0,3,2,Liberty,Liberty,1,0,0,602,0,602,3,0.7698377168526573,5.472053264156088
Ecru Puzzles Erin Hanson Layers Of Afternoon Ecru Puzzles Erin Hanson Hues Of Zion,287,219,2,2,Ecru,Ecru,2,0,506,0,0,506,2,-0.27958231295444974,1.695612832541551
Liberty Puzzles Alex Beard The Louisiana Tree of Life Liberty Puzzles Canaletto The Thames and the City,555,609,2,2,Liberty,Liberty,2,0,1164,0,0,1164,2,1.2933984440109652,2.734893001530428
Puzzlewood Omary Cheetah Cuddle ,325,0,2,2,unknown,unknown,1,0,325,0,0,325,2,-0.9627068847095733,2.247522821064676
Artifact Puzzles Patricio Betteo Outsider Insider Artifact Puzzles Karla Gerard Night Song,409,321,2,1,Artifact,Artifact,2,321,409,0,0,730,1,-0.08055765534940114,3.752143763656493
Stumpcraft Julien Deval Malediction ,472,0,3,2,Other-Laser-cut,Other-Laser-cut,1,0,0,472,0,472,3,0.30575904802010306,1.923697702450868
Liberty Puzzles Richard Dadd The Fairy Fellers Master Stroke ,480,0,3,2,Liberty,Liberty,1,0,0,480,0,480,3,0.3366956847638468,0.4887923764704861
Liberty Puzzles Winter in the Country: Gathering Ice Ecru Puzzles William Penhallow Henderson Luceros Place,499,385,2,2,Ecru,Liberty,2,0,884,0,0,884,2,0.7278464090544097,1.3161470519965277
Artifact Puzzles Gerome Carpet Merchant Artifact Puzzles Brueghel Noahs Ark,400,311,2,1,Artifact,Artifact,2,311,400,0,0,711,1,-0.12307443806437963,1.668773633760706
Liberty Puzzles Plants And Insects ,568,0,3,2,Liberty,Liberty,1,0,0,568,0,568,3,0.6557006339177948,1.8382996685952315
Artifact Puzzles Rachell Sumpter Islander Artifact Puzzles Roch Urbaniak Sage Of Yamatai,262,346,2,3,Artifact,Artifact,2,0,262,346,0,608,2,0.48870979608317583,1.6180338727920371
Artistry Puzzles Great Horned Owl Mosaic Puzzles An Afternoon in Venice,325,170,2,2,unknown,unknown,2,0,495,0,0,495,2,-0.3157778033900763,3.9047353128170488
Ecru Puzzles Jethro Buck Forest Ecru Puzzles Auguste Herbin Quai Du Port De Bastia,285,318,2,2,Ecru,Ecru,2,0,603,0,0,603,2,0.018342711445095108,2.762053461022338
Nautilus Puzzles Fusion Idol Arts Day of the Dead Nautilus Puzzles Amadeo de Souza Cardosa Birth of the Viola,256,349,1,1,Nautilus,Nautilus,2,605,0,0,0,605,1,-1.064761927214409,1.0744997778572916
Liberty Puzzles Lisa Graa Jensen Jenny&#39;s Garden Liberty Puzzles Jeanne Maze Woodland Scene,468,541,1,2,Liberty,Liberty,2,468,541,0,0,1009,1,0.4741272145192249,2.826353121650637
Liberty Puzzles Karen Williams-Brusubardis Yanapuma Liberty Puzzles Alice Schille Water Lilies,501,544,3,2,Liberty,Liberty,2,0,544,501,0,1045,2,1.5269005059186957,2.688808636322523
Nautilus Puzzles Tracy Miller Thanksgiving Glow Nautilus Puzzles Thomas Whittredge Autumn on the Delaware,407,209,2,2,Nautilus,Nautilus,2,0,616,0,0,616,2,0.05570532563279342,2.66854723482853
"Wentwort Puzzles Anna Stowe Antwerpen-Centraal Railway Station, Belgium Wentworth Puzzles Lars Stewart Indian Pillow Market",243,500,1,1,Wentworth,Wentworth,2,743,0,0,0,743,1,-0.766255382013349,2.8227212058355904
Artifact Puzzles Waterhouse Lady of Shalott Artifact Puzzles Piero Di Cosimo Liberazione Di Andromeda,347,411,3,3,Artifact,Artifact,2,0,0,758,0,758,3,1.2432371283559314,2.704215734283137
Davici Puzzles Claude Monet Woman in the Garden ,552,0,1,2,DaVici,DaVici,1,552,0,0,0,552,1,-1.191882670339266,1.773084526457581
Wentworth Puzzles Chris Ceaser Kaleidoscope ,500,0,4,2,Wentworth,Wentworth,1,0,0,0,500,500,4,0.9752504390137802,0.6360016098072337
Ecru Puzzles Hokusai Wave Ecru Puzzles Rachell Sumpter Wild Moor,327,260,2,1,Ecru,Ecru,2,260,327,0,0,587,1,-0.44523872960924094,1.7877359541748494
Liberty Puzzles Phil Lewis Sunshine Daydream ,902,0,3,2,Liberty,Liberty,1,0,0,902,0,902,3,1.6238957213978147,2.660706727763322
Stave Puzzles James C. Christensen Jonah and the Whale BaSi FoQo Iridescent Whale,176,0,2,2,Stave,unknown,1,0,176,0,0,176,2,-1.7654436127371045,1.7784850347355556
Unidragon Cappadocia Quezzle ,367,0,1,2,Other-Laser-cut,Other-Laser-cut,1,367,0,0,0,367,1,-1.715580027881944,4.75520954443272
Snowflake Puzzles Koganeibashi no sekishō Snowflake Puzzles Utagawa Hiroshige Zojoji Pagoda and Akabane,511,514,1,1,Other-Hand-cut,Other-Hand-cut,2,1025,0,0,0,1025,1,-0.2584474671921729,1.6484746102498726
Liberty Puzzles Gustav Klimt Pear Tree Ecru Puzzles Rachell Sumpter Brothers In Sport,469,179,4,1,Ecru,Liberty,2,179,0,0,469,648,2,1.0309798049212089,3.01985527392632
"Nautilus Puzzles Petrus Plancius World Map, 1594 ",555,0,2,2,Nautilus,Nautilus,1,0,555,0,0,555,2,-0.12460643772534971,3.0643202407079166
Artifact Puzzles Daniel Merriam Flight of Scarlet Artifact Puzzles Tomasz Pietrzyk Red Towers,364,248,2,2,Artifact,Artifact,2,0,612,0,0,612,2,0.04426729577175574,2.7554211454708564
Wentworth Puzzles Abraham Hunter Family Joy ,989,0,3,2,Wentworth,Wentworth,1,0,0,989,0,989,3,1.8339719552260159,2.692452145484456
Hope Puzzles Van Gogh  Padma Puzzles Dreamy Cat,476,246,1,1,Other-Laser-cut,Other-Laser-cut,2,722,0,0,0,722,1,-0.809071113271526,2.8043693673698726
Artifact Puzzles Sandi Rigby Botanical Dreaming ,1273,0,3,2,Artifact,Artifact,1,0,0,1273,0,1273,3,2.4419620702266456,5.105455372917118
Wentworth Puzzles Maureen Rupprecht Pencil Collage Wentworth Puzzles Fractal Geometry Olga Salt,280,229,3,4,Wentworth,Wentworth,2,0,0,280,229,509,3,0.7144573304093554,4.3583301540558335
Liberty Puzzles Audubon Carolina Parakeets Artifact Puzzles Jethro Buck Fishies,332,355,3,4,Artifact,Liberty,2,0,0,332,355,687,3,1.3734576001459828,1.3906651815819793
Bewilderness Puzzles Caleb Fleisher Unseen. Unheard. Bewilderness Puzzles DeptiAgrawalMittal Celebrations Art,173,300,4,4,Other-Laser-cut,Other-Laser-cut,2,0,0,0,473,473,4,0.8626781892297116,8.227633343707836
Nervous Systems Cosmic Cliffs Infinite Galaxy Puzzle Nervous Systems Giant Geode,264,720,2,4,Other-Laser-cut,Other-Laser-cut,2,0,264,0,720,984,3,2.1617668351626427,1.848981929259028
Stave Puzzles Susan Greenleaf A Lasting Impression Peaceful Puzzles Gustav Klimt Church in Cassone,105,317,3,1,Stave,Other-Laser-cut,2,317,0,105,0,422,2,-1.0029280225966117,3.782654793660533
Snowflake Puzzles Hiroshige Ando Minowa Kanasugi Mikawashims Snowflake Puzzles Seba,506,522,1,1,Other-Hand-cut,Other-Hand-cut,2,1028,0,0,0,1028,1,-0.2535963682327173,3.815500773687361
Stave Puzzles Bill Bell Quebec City Wentworth Puzzles Sakura Spring,522,500,3,1,Stave,Wentworth,2,500,0,522,0,1022,2,1.042002397421678,5.100483744548495
Sr. B Puzzles Utagawa Hiroshige Maguro Drum Bridge and Sunset Hill ,548,0,4,2,unknown,unknown,1,0,0,0,548,548,4,1.1654777102501745,3.0352624116058333
Liberty Puzzles Rebecca Campbell Its Raining Cats And Dogs Liberty Puzzles Alphonse Mucha Cycles Perfecta,470,400,2,1,Liberty,Liberty,2,400,470,0,0,870,1,0.20535206193735908,2.808153954152836
Wentworth Puzzles Martin Fry Botanical Garden ,1000,0,3,2,Wentworth,Wentworth,1,0,0,1000,0,1000,3,1.8596170998998247,5.592202969828831
Liberty Puzzles Alex Beard On the Ngare Ndare River Liberty Puzzles West Entry Colonnade and General View of Angkor Wat,475,434,2,2,Liberty,Liberty,2,0,909,0,0,909,2,0.7829719500172875,2.486394300752743
Wentworth Puzzles Pieter Brueghel the Younger The Village Festival ,1029,0,4,2,Wentworth,Wentworth,1,0,0,0,1029,1029,4,2.6317837638289263,5.878039166716528
Liberty Puzzles Pieter Brueghel Children Games ,795,0,2,2,Liberty,Liberty,1,0,795,0,0,795,2,0.5224390920384159,0.948740300378588
"Liberty Puzzles Gustav Klimt The Tree of Life, Stoclet Frieze Liberty Puzzles Giovanni Panini Interior of St. Peters, Rome",502,547,3,2,Liberty,Liberty,2,0,547,502,0,1049,2,1.534596857240104,1.4103266959007985
Nautilus Puzzles Linda Ravenscroft Waiting for Neptune Nautilus Puzzles Greg Giordano Purple Daze,576,476,2,2,Nautilus,Nautilus,2,0,1052,0,0,1052,2,1.079773137847183,5.852233002218009
Nautilus Puzzles Henri Rousseau The Dream ,693,0,3,2,Nautilus,Nautilus,1,0,0,693,0,693,3,1.0549772564706392,0.6190426977526504
Wentworth Puzzles Peter Barrett Noahs Ark Wentworth Puzzles Myron Standret Beauty World,254,243,1,1,Wentworth,Wentworth,2,497,0,0,0,497,1,-1.3330017344142757,5.678797980585637
Peaceful Puzzles Cats Watching Fish in a Fishbowl ,689,0,1,2,Other-Laser-cut,Other-Laser-cut,1,689,0,0,0,689,1,-0.8781155060196262,0.40257489001
Whimsy Puzzles Anton Foltin Zion National Park Whimsy Puzzles Macaw Parrots,1000,1000,3,3,Other-Laser-cut,Other-Laser-cut,2,0,0,2000,0,2000,3,3.657608919656009,3.7736574257248496
Ecru Puzzles Aaron Wolf Siege Of Cranes Ecru Puzzles Aaron Wolf Lost Civilization,437,447,3,3,Ecru,Ecru,2,0,0,884,0,884,3,1.578710121105953,3.512272927735544
Starz Puzzles Dean Russo Best Friends Puzzle Lab Mandy Leinbach Papa Bear,159,200,2,2,Other-Laser-cut,Other-Laser-cut,2,0,359,0,0,359,2,-0.8173231514927924,0.6460610582404861
Liberty Puzzles John Audubon Carolina Parakeet Ecru Puzzles Erin Hanson Cypress Lights,332,398,2,2,Ecru,Liberty,2,0,730,0,0,730,2,0.36220682426216066,1.8209338072147447
Ecru Puzzles Mystery Puzzle #19 Ecru Puzzles Mystery Puzzle #14,355,398,2,3,Ecru,Ecru,2,0,355,398,0,753,2,0.8754007433402455,0.8325768677681944
BCB Puzzles Teapot and Teacups Snowflake Puzzles Koganeibashi no sekishō,120,511,3,2,Other-Hand-cut,Other-Hand-cut,2,0,511,120,0,631,2,0.2613095603874931,0.9434073401318172
Stave Puzzles Hide n Seek Artifact Puzzles Valentin Rekunenko Swordfight,125,439,3,3,Artifact,Stave,2,0,0,564,0,564,3,0.6419669813473136,1.9363328299778009
Liberty Puzzles Lynon Aksamit Octopus ,495,0,3,2,Liberty,Liberty,1,0,0,495,0,495,3,0.3937604476424351,2.891739025770058
Liberty Puzzle Konstatin Gorbatov A Winters Day Liberty Puzzles Gustave Loiseau A River In Autumn,527,485,4,4,Liberty,Liberty,2,0,0,0,1012,1012,4,2.5891748245401183,2.6731745606196067
Liberty Puzzles Renoir Chrysanthemums Liberty Puzzles Monet Menton Seen From Cap Martin,535,535,2,2,Liberty,Liberty,2,0,1070,0,0,1070,2,1.115126193769428,3.7929737974594446
Mr. Gogo Cinema Challenge ,319,0,2,2,Other-Hand-cut,Other-Hand-cut,1,0,319,0,0,319,2,-0.9894345588579655,0.7051740159640162
Liberty Puzzles Sue Coccia Rainbow Trout Liberty Puzzles Phil Lewis Buffalo,254,148,2,2,Liberty,Liberty,2,0,402,0,0,402,2,-0.646420570800993,0.871462611345463
Artifact Puzzles Jonik Rapunzel Artifact Puzzles William Gropper Folklore Map,411,348,2,2,Artifact,Artifact,2,0,759,0,0,759,2,0.4348574575250299,9.93372566004632
Artifact Puzzles Daniel Merriam Man In The Moon Ecru Puzzles Nicole Gustafson The Bookkeeper,357,372,2,2,Artifact,Ecru,2,0,729,0,0,729,2,0.3596665515742241,17.0253113882139
Ecru Puzzles Grant Haffner Sunset On Old Montauk Highway Ecru Puzzles Kristian Adam Galapalooga Bay,282,291,2,2,Ecru,Ecru,2,0,573,0,0,573,2,-0.07004083966586917,22.84919435567559
Artifact Puzzles Kevin Sloan The Messenger Artifact Puzzles Tomasz Pietrzyk Circle Of Time,313,220,2,1,Artifact,Artifact,2,220,313,0,0,533,1,-0.5674980499359691,15.76487070461949
Artifact Puzzles Justin Hillgrove Word Travels South Artifact Puzzles Kevin Sloan The Gift Arrives,456,344,2,1,Artifact,Artifact,2,344,456,0,0,800,1,0.08971624109099496,17.056451113331388
Ecru Puzzles William Penhallow Henderson Lucero Place Artifact Puzzles Jonik Rapunzel ,385,411,2,1,Artifact,Ecru,2,411,385,0,0,796,1,-0.018108257278174934,12.29373804842088
Artifact Puzzles Barnard Dragon Mountain Artifact Puzzles Angie Rees Happy Harbor,277,281,1,1,Artifact,Artifact,2,558,0,0,0,558,1,-1.1770817991947928,12.026137649201736
Artifact Puzzles Roch Urbaniak Sage Of Yamatai Artifact Puzzles Severin Roesen Flower Still Life,346,330,2,2,Artifact,Artifact,2,0,676,0,0,676,2,0.22146139099349174,51.03759832692084
DaVici Puzzles Friendship Day DaVici Puzzles Alexander Uglanov Awakening,332,164,1,1,DaVici,DaVici,2,496,0,0,0,496,1,-1.3356646392590372,33.6232603222539
Artifact Puzzles Allie Sullberg Lets Dance Ecru Puzzles Mystery Puzzle #21,367,181,2,2,Artifact,Ecru,2,0,548,0,0,548,2,-0.14615465200778574,4.659143721006725
Artifact Puzzles Valeriane Le Blonde Mis Mai Artifact Puzzles Edward Henry Potthast Brighton Beach,238,170,1,3,Artifact,Artifact,2,238,0,170,0,408,2,-0.756183959975699,4.989222488573206
Artifact Puzzles Tyukanov Flying Bottle Artifact Puzzles Tom Kidd Dunne Estates,300,423,2,1,Artifact,Artifact,2,423,300,0,0,723,1,-0.2616869529220182,13.175478004932764
Whimsy Puzzles Elis Sky Dena Tollefson Whimsy Puzzles Ree Altavilla Blue Muse,325,170,2,2,unknown,unknown,2,0,495,0,0,495,2,-0.3157778033900763,27.15083869302226
Artifact Puzzles Poynter Israel In Egypt Artifact Puzzles Bruegel Tower of Babel,310,377,2,2,Artifact,Artifact,2,0,687,0,0,687,2,0.25074193890788354,14.809657011548287
Artifact Puzzles Kandinsky Far Away Artifact Puzzles Tyson Grumm Slacking Pandas,232,224,1,1,Artifact,Artifact,2,456,0,0,0,456,1,-1.4453478521777758,20.045912230845705
DaVici Puzzles Dmitry Alekseev Biscuit Mountain DaVici Puzzles Sergey Adeev Flying Frigate,170,130,1,1,DaVici,DaVici,2,300,0,0,0,300,1,-1.9505276611650495,6.958264812340289
Ecru Puzzles Patricia Hopwood Wade Snowbirds Artifact Puzzles Kevin Sloan Naughty Bird,209,270,3,2,Artifact,Ecru,2,0,270,209,0,479,2,-0.03875275468503304,18.69677275102205
Artifact Puzzles Karla Gerard Night Village Artifact Puzzles Karla Gerard Lively Landscape,164,221,1,1,Artifact,Artifact,2,385,0,0,0,385,1,-1.6575581574931109,16.65577336253697
Artifact Puzzles Bruegel Netherlandish Proverbs Artifact Puzzles Edward Hopper Soir Bleu,317,168,3,2,Artifact,Artifact,2,0,168,317,0,485,2,0.13299270873209657,26.15515272009374
Artifact Puzzles Albert Bierstadt Valley Of The Yosemite Ecru Puzzles Erin Hanson Hues Of Zion,494,219,3,3,Artifact,Ecru,2,0,0,713,0,713,3,1.1141497016193669,80.18403280130119
Artifact Puzzles Paul Klee Fish Magic Artifact Puzzles After The Tiger Hunt,254,373,3,4,Artifact,Artifact,2,0,0,254,373,627,3,1.2244513024840142,88.01811365635601
"Nautilus Puzzles Mother Earth Nautilus Puzzles Antelope Canyon, Arizona",222,181,1,1,Nautilus,Nautilus,2,403,0,0,0,403,1,-1.6013706070717426,11.157251543054247
Artifact Puzzles Viktor Vasnetsov Sleeping Princess Artifact Puzzles Tomasz Pietrzyk Circle of Time,137,220,1,1,Artifact,Artifact,2,357,0,0,0,357,1,-1.7486630182437668,1.984877927855208
Artifact Puzzles Geoffrey Gersten Poker Tree Artifact Puzzles Kevin Sloan Naughty Bird,288,270,1,2,Artifact,Artifact,2,288,270,0,0,558,1,-0.6009847524326032,5.964044501598183
Artifact Puzzles Haeckel Sea Squirts Artifact Puzzles Joe Vaux Fishing Village,301,254,1,3,Artifact,Artifact,2,301,0,254,0,555,2,-0.19770561010206722,5.799537159518877
DaVici Puzzles Jadwiga Chekhovskaya Pup DaVici Puzzles Sergey Adeev Good Morning,332,164,1,1,DaVici,DaVici,2,496,0,0,0,496,1,-1.3356646392590372,17.599652983189202
Nautilus Puzzles Chholing Taha Blessing of the Polar Bears ,475,0,1,2,Nautilus,Nautilus,1,475,0,0,0,475,1,-1.3924578526210494,12.647621369351851
Artifact Puzzles Karla Gerard Night Song Artifact Puzzles Dan Dos Santos Stalking the Unicorn,321,303,1,1,Artifact,Artifact,2,624,0,0,0,624,1,-1.0210568584075073,15.196117289613564
Ecru Puzzles Mystery Puzzle #16 Artifact Puzzles Jethro Buck Wild Things,331,530,2,3,Artifact,Ecru,2,0,331,530,0,861,2,1.222566432641649,15.068310734499756
Artifact Puzzles Tyson Grumm The Sleepover Artifact Puzzles Paul Bond The Yogi,405,310,1,1,Artifact,Artifact,2,715,0,0,0,715,1,-0.8235329233237091,31.851308983905025
Stumpcraft Kim Smith Happy Holidays ,360,0,3,2,Other-Laser-cut,Other-Laser-cut,1,0,0,360,0,360,3,-0.17101392315117894,10.729337802271354
DaVici Puzzles Meal Time DaVici Puzzles Attraction,400,240,1,1,DaVici,DaVici,2,640,0,0,0,640,1,-0.9849561102785439,20.930095945819502
Artifact Puzzles Kathryn Freeman The Sunday Paper Artifact Puzzles Sandi Rigby Tree of Wisdom Wooden,177,68,1,1,Artifact,Artifact,2,245,0,0,0,245,1,-2.1721009712503,36.97140230050351
Ecru Puzzles Ton Dubbeldam Grand Italia Artifact Puzzles Michelle Morin Hummingbirds,270,287,1,4,Artifact,Ecru,2,270,0,0,287,557,2,0.3083507938955512,78.20875814985847
Artifact Puzzles Bek Cruddace British Isles Map Artifact Puzzles Jim Flora Chioggia,493,359,1,1,Artifact,Artifact,2,852,0,0,0,852,1,-0.5564446301672126,29.23793726542765
Ecru Mystery Puzzle #9 Artifact Puzzles Eric Joyner Gangenstein,223,159,1,1,Artifact,Ecru,2,382,0,0,0,382,1,-1.667097157634911,16.690587159411457
