pack_name,piece_count_1,piece_count_2,difficulty_rating_1,difficulty_rating_2,brand_1,brand_2,num_puzzles,pieces_d1,pieces_d2,pieces_d3,pieces_d4,piece_count_pack,difficulty_rating_pack,w_pieces_diff_transformed,holdtime
Nautilus Puzzles Larry Eifert Two Sides of The Sea ,501,0,2,2,Nautilus,Nautilus,1,0,501,0,0,501,2,-0.29596711762827815,8.887500253640452
Nautilus Puzzles Van Gogh Trip to Auvers Nautilus Puzzles William Herbert Dunton The Trail Foreman,302,181,2,2,Nautilus,Nautilus,2,0,483,0,0,483,2,-0.35589944514623795,15.043034088259676
Matt Lyon Monastery Jim Flora Big Bank Robbery,460,302,2,3,unknown,unknown,2,0,460,302,0,762,2,0.7916950615700522,6.847868503462975
Artifact Puzzles Valeriane Le Blonde Mis Mai Artifact Puzzles Edward Henry Potthast Brighton Beach,238,170,1,3,Artifact,Artifact,2,238,0,170,0,408,2,-0.756183959975699,7.75156475652235
Artifact Puzzles Abraham Storck Arctic Artifact Puzzles Klimt Hope,76,137,1,1,Artifact,Other-Laser-cut,2,213,0,0,0,213,1,-2.317222022423381,3.7297499594183448
Artifact Puzzles Joachim Patinir Crossing the River Styx Artifact Puzzles Ton Schulten Langs De Oever,168,134,2,1,Artifact,Artifact,2,134,168,0,0,302,1,-1.4062332966436921,7.715776162568148
Wentworth Puzzles Clair Rossiter Spring Market ,1000,0,1,2,Wentworth,Wentworth,1,1000,0,0,0,1000,1,-0.2992575406712612,7.781440654749733
DaVici Puzzles Full Moon Feast DaVici Puzzles World&#39;s Greatest Miracle,195,220,1,3,DaVici,DaVici,2,195,0,220,0,415,2,-0.5509379588904963,9.917405302790428
Artifact Puzzles Henri Charles Manguin Les Renoncules Artifact Puzzles Sakakibara Shiho Early Spring,173,109,1,1,Artifact,Artifact,2,282,0,0,0,282,1,-2.0197201101281412,2.827985029623622
Artifact Puzzles Patricio Betteo Outsider Insider Artifact Puzzles Karla Gerard Night Song,409,321,2,1,Artifact,Artifact,2,321,409,0,0,730,1,-0.08055765534940114,11.052067995245498
BCB Puzzles Henry Victor Lesur Marchands Des Fleurs Black Bear Puzzles In Search Of Sea,300,350,2,2,Other-Hand-cut,Other-Hand-cut,2,0,650,0,0,650,2,0.15092792347071468,7.843169128023669
Artifact Puzzles Breach Of Contract Artifact Puzzles Claire Henley Sailing Round The Mount,268,256,2,2,Artifact,Artifact,2,0,524,0,0,524,2,-0.22150164943519482,16.869139928402593
Artifact Puzzles Edward Hopper Chop Suey Ecru Puzzles Nico Klopp Martigues,300,300,1,3,Artifact,Ecru,2,300,0,300,0,600,2,0.0096421570824912,14.874372314716595
"Nautilus Puzzles Parc Guell, Barcelona Nautilus Puzzles John Duncan Saint Bride",410,352,1,2,Nautilus,Nautilus,2,410,352,0,0,762,1,-0.11848411372669246,6.987115969623392
Spuzzles Doodle 3 Spuzzles Naranja,360,200,1,3,Other-Laser-cut,Other-Laser-cut,2,360,0,200,0,560,2,-0.36603661990455927,9.883309176545197
Stave Puzzles Spa de Bow Wow Wentworth Puzzles Joseph Turner Dawn after the Wreck,65,140,4,2,Stave,Wentworth,2,0,140,0,65,205,3,-1.2218191895810024,8.018267737020556
Spuzzles Kiwi Spuzzles Lemon,200,200,1,2,Other-Laser-cut,Other-Laser-cut,2,200,200,0,0,400,1,-1.0764195969851362,4.923449085266701
Liberty Puzzles Agra Liberty Puzzles Ditz Patchwork-Birds,608,562,2,3,Liberty,Liberty,2,0,608,562,0,1170,2,1.782880115042822,17.817845421081586
Davici Puzzles Seasons ,500,0,2,2,DaVici,DaVici,1,0,500,0,0,500,2,-0.2992575406712612,8.031812488852651
Nautilus Vincent Van Gogh Rowing Boats on the Bank of the Oise ,434,0,2,2,Nautilus,Nautilus,1,0,434,0,0,434,2,-0.5272278739865288,2.8538862347421645
Snowflake Puzzles Mark Whitesell Skagit Valley Tulips Snowflake Puzzles Benh Lieu Song Inside an Inflating Hot Air Balloon,500,500,3,3,Other-Hand-cut,Other-Hand-cut,2,0,0,1000,0,1000,3,1.8596170998998247,12.891165817556413
Wentworth Puzzles Can You See Me Wentworth Puzzles Aimee Stewart Wish Upon a Bookshop,245,500,3,2,Wentworth,Wentworth,2,0,500,245,0,745,2,0.6908744412024449,3.83124785375956
"Wentworth Puzzles Zebo Ludvicek Birdcages Wentworth Puzzles Hyde Street View, San Francisco",500,250,2,2,Wentworth,Wentworth,2,0,750,0,0,750,2,0.4125178506240466,8.996223222872802
Liberty Puzzle Jo Mora Cowboys of North America ,729,0,2,2,Liberty,Liberty,1,0,729,0,0,729,2,0.3596665515742241,14.998694133946922
Wentworth Puzzles Kirsten Ulve New York City Lady Wentworth Puzzles Steve Skelton Getting Away From It All,500,250,1,1,Wentworth,Wentworth,2,750,0,0,0,750,1,-0.7521683366237267,23.79131668000408
"Victory Puzzles Gay Harbour, Cornwall (Vintage 1950s) Silverton Puzzle Company Garden Scene in Brittany",350,300,1,2,Other-Hand-cut,Other-Hand-cut,2,350,300,0,0,650,1,-0.3830290426626323,5.653609464986482
Nautilus Puzzles Claude Monet Waterlilies Nautilus Puzzles Claude Monet Springtime,237,243,2,2,Nautilus,Nautilus,2,0,480,0,0,480,2,-0.36603661990455927,12.803803870685844
"Nautilus Puzzles Pierre-Auguste Renoir Woman with a Guitar, 1897 Nautilus Puzzles Kevin Walsh The Flying Scotsman at Kings Cross",349,299,2,1,Nautilus,Nautilus,2,299,349,0,0,648,1,-0.30420166004938026,5.996975594554305
Liberty Puzzles Linnea Pergola Barcelona ,673,0,2,2,Liberty,Liberty,1,0,673,0,0,673,2,0.2134190558457594,22.79700898886229
DaVici Puzzles Under the Red Umbrella ,600,0,3,2,DaVici,DaVici,1,0,0,600,0,600,3,0.7632481150445484,21.80276575774654
Ecru Puzzles Hokusai Wave Ecru Puzzles Rachell Sumpter Wild Moor,327,260,2,1,Ecru,Ecru,2,260,327,0,0,587,1,-0.44523872960924094,22.80122413955051
Ecru Puzzles Mystery Puzzle #19 Ecru Puzzles Mystery Puzzle #14,355,398,2,3,Ecru,Ecru,2,0,355,398,0,753,2,0.8754007433402455,6.885605067939283
Liberty Puzzles Mary Cassatt Children Playing on the Beach Ecru Puzzles Winslow Homer Watching The Tide,490,166,1,2,Ecru,Liberty,2,490,166,0,0,656,1,-0.6122580163304412,7.860296668343357
Mr. Gogo Puzzles Watermelon TurtleTeasers Melissa Lipton Colorado Aspens,443,157,4,4,Other-Hand-cut,Other-Hand-cut,2,0,0,0,600,600,4,1.3590521236351787,4.755690851973738
Parr Puzzles L-series Alex Ross Card Sharks ,540,0,2,2,unknown,unknown,1,0,540,0,0,540,2,-0.17101392315117894,5.649215897530127
Liberty Puzzles Jane Tattersfield Peacock And Pattern Peaceful Puzzles August Macke Landscape at the Tegersee ,537,170,2,2,Liberty,unknown,2,0,707,0,0,707,2,0.30316478686653386,9.53231254187007
Artifact Puzzles Sorolla Valencia Artifact Puzzles Monet Bridge ,150,156,1,1,Artifact,Artifact,2,306,0,0,0,306,1,-1.9280985153147678,2.045601278974954
Liberty Puzzles Rebecca Cambell The Menagerie ,642,0,3,2,Liberty,Liberty,1,0,0,642,0,642,3,0.8985831263296711,7.987588892044791
Nautilus Puzzles C. Michael Dudash Noahs Ark ,560,0,3,2,Nautilus,Nautilus,1,0,0,560,0,560,3,0.6281662714937101,3.988848569774965
Mr. Gogo Cinema Challenge ,319,0,2,2,Other-Hand-cut,Other-Hand-cut,1,0,319,0,0,319,2,-0.9894345588579655,5.715904553882176
Wentworth Puzzles Richard Macneil Summer Hedgehogs ,1000,0,2,2,Wentworth,Wentworth,1,0,1000,0,0,1000,2,0.9752504390137802,5.759160493427824
Snowflake Puzzles Portrait of an Elizabethan Woman ,451,0,3,2,Other-Hand-cut,Other-Hand-cut,1,0,0,451,0,451,3,0.22279939577881486,1.7909184834183105
Liberty Puzzles Phil Lewis Sugar Magnolia ,881,0,3,3,Liberty,Liberty,1,0,0,881,0,881,3,1.5711179090266911,11.935693044870902
Wentworth Puzzles Grant Wood American Gothic ,1500,0,3,2,Wentworth,Wentworth,1,0,0,1500,0,1500,3,2.863742889185966,7.94235816576603
Wentworth Puzzles David Penfound Feathered Friends ,1000,0,2,2,Wentworth,Wentworth,1,0,1000,0,0,1000,2,0.9752504390137802,14.914004205083414
Liberty Puzzles Jane Tattersfield Birds Liberty Puzzles Castle Neuschwanstein,509,641,2,3,Liberty,Liberty,2,0,509,641,0,1150,2,1.813628372282981,15.036258881196886
Liberty Puzzles Pierre-Auguste Renoir Chrysanthemums Liberty Puzzles Beautiful Fishes of the Deep,537,318,2,2,Liberty,Liberty,2,0,855,0,0,855,2,0.6625425626345547,26.78103288313221
"Nautilus Puzzles Pierre-Auguste Renoir Woman with a Guitar, 1897 Nautilus Puzzles Kevin Walsh The Flying Scotsman at Kings Cross",349,299,2,1,Nautilus,Nautilus,2,299,349,0,0,648,1,-0.30420166004938026,27.85549312779208
Wentworth Puzzles Thomas Cole The Course of Empire: The Consummation of Empire ,1500,0,3,2,Wentworth,Wentworth,1,0,0,1500,0,1500,3,2.863742889185966,35.19733742608991
Wentworth Puzzles Dominic Davison Mountain Cabin Wentworth Puzzles Basil Bradley Sheep Reposing Dalby Bay Isles of Man,609,199,2,2,Wentworth,Wentworth,2,0,808,0,0,808,2,0.5533958107681397,24.15377325903662
Ecru Puzzles Van Gogh Almond Blossoms Ecru Puzzles Van Hulsdonck Lemons,210,232,3,3,Ecru,Ecru,2,0,0,442,0,442,3,0.18643212895260064,6.81873039504066
Liberty Puzzles Atkinson On The River Greta ,609,0,4,2,Liberty,Liberty,1,0,0,0,609,609,4,1.3913726032229987,25.021161487220763
Ecru Puzzles Erin Hanson Cypress Lights Artifact Puzzles Vincent Van Gogh Two Figures In the Undergrowth,398,446,3,3,Artifact,Ecru,2,0,0,844,0,844,3,1.4759863901231776,53.02529162278437
DaVici Puzzles Russian Circus Artifact Puzzles Vikram Madan Night Of The Mystic Moons,330,338,1,1,Artifact,DaVici,2,668,0,0,0,668,1,-0.9232435913698567,7.2042687733663655
Liberty Puzzles David Newton Winterlands Liberty Puzzles Rebecca Campbell The Good Life,537,318,2,2,Liberty,Liberty,2,0,855,0,0,855,2,0.6625425626345547,21.23062497252216
Nautilus Puzzles Mandala Stones ,432,0,3,2,Nautilus,Nautilus,1,0,0,432,0,432,3,0.1454225667674366,8.153920291531145
Ecru Roch Urbaniak Bosfor Artifact Puzzles Seurat Eiffel Tower,214,135,3,1,Artifact,Ecru,2,135,0,214,0,349,2,-0.6986633993030738,15.725609797494098
Ecru Puzzles Erin Hanson Cypress Lights Ecru Puzzles Richard Friend Limberlost,398,355,3,2,Ecru,Ecru,2,0,355,398,0,753,2,0.8754007433402455,41.02307979853597
Artifact Puzzles Bruegel Netherlandish Proverbs Artifact Puzzles Jeyselle Solentiname,317,319,3,4,Artifact,Artifact,2,0,0,317,319,636,3,1.1989079684004675,35.99065510427148
Ecru Puzzles Allen Gilbert Cram Fishermans Cottage Artifact Puzzles Georgia Okeefe Reflections,158,205,2,3,Artifact,Ecru,2,0,158,205,0,363,2,-0.41565614493937225,9.177486102736898
Artifact Puzzles Nicolas Roerich Varangians Artifact Puzzles Pursuit of Happiness,72,185,2,1,Artifact,Artifact,2,185,72,0,0,257,1,-1.8448169602298987,0.1553500673727778
Artifact Puzzles Daniel Merriam Tailspin (Discontinued Limited Edition) Artifact Puzzles Tom Kid McCay City (Discontinued),303,415,3,3,Artifact,Artifact,2,0,0,718,0,718,3,1.128764296150188,47.96538590677376
Artifact Puzzles Angie Rees The Carrot Artifact Puzzles Kozyndan Bunny Blossoms,304,380,1,2,Artifact,Artifact,2,304,380,0,0,684,1,-0.1961274281064647,70.39882360037237
Artifact Puzzles Patricio Betteo Outsider Insider Artifact Puzzles Karla Gerard Night Song,409,321,2,1,Artifact,Artifact,2,321,409,0,0,730,1,-0.08055765534940114,66.25073698296262
Artifact Puzzles Charles Courtney Curran Lotus Lilies Artifact Puzzles - Jim Flora Big Bank Robbery,329,302,1,1,Artifact,Artifact,2,631,0,0,0,631,1,-1.0051854765321935,15.28371524515698
Artifact Puzzles - Bruce Riley Half Life Artifact Puzzles - Bruce Riley Stem Cell,336,191,2,1,Artifact,Artifact,2,191,336,0,0,527,1,-0.53631808647302,21.092254066090497
Artifact Puzzles Iris Scott Tiger Fire Artifact Puzzles Rachel Pedder-Smith Abandoned Garden,306,296,3,2,Artifact,Artifact,2,0,296,306,0,602,2,0.4249513289062019,29.84731784742193
Ecru Puzzles Ton Dubbeldam Provence Revisited Ecru Puzzles Mystery Puzzle #17,293,280,2,1,Ecru,Ecru,2,280,293,0,0,573,1,-0.5308596325095755,48.8338136200388
Nautilus Puzzles The Baja Trail ,500,0,2,2,Nautilus,Nautilus,1,0,500,0,0,500,2,-0.2992575406712612,127.97452645174462
Artifact Puzzles Kevin Sloan Burden of Formality Artifact Puzzles Nadiezda Night Ship,432,283,2,2,Artifact,Artifact,2,0,715,0,0,715,2,0.3238487816772822,9.372018070476608
Wentworth Puzzles JMW Turner Dawn After the Wreck Nervous System Agate puzzle,609,0,2,2,Wentworth,unknown,1,0,609,0,0,609,2,0.035655035024344556,6.358778929638842
Artifact Puzzles Patricio Betteo Outsider Insider Artifact Puzzles Karla Gerard Night Song,409,321,2,1,Artifact,Artifact,2,321,409,0,0,730,1,-0.08055765534940114,16.96096994088418
Artifact Puzzles Tyson Grumm Slacking Pandas Artifact Puzzles Utagawa Kuniyoshi Cats,224,258,1,3,Artifact,Artifact,2,224,0,258,0,482,2,-0.30255248640013027,3.369646509561331
Artifact Puzzles Gustav Klimt Death And Life Artifact Puzzles Breach Of Contract,361,268,3,1,Artifact,Artifact,2,268,0,361,0,629,2,0.22012270636718245,20.73155093044941
Ecru Puzzles William Penhallow Henderson Lucero Place Artifact Puzzles Georges Seurat Grand Jatte,385,482,2,2,Artifact,Ecru,2,0,867,0,0,867,2,0.6897465680221743,6.962959675939213
Artifact Puzzles Tyson Grumm The Sleepover Artifact Puzzles Paul Bond The Yogi,405,310,1,1,Artifact,Artifact,2,715,0,0,0,715,1,-0.8235329233237091,13.896466367979016
Ecru Puzzles Hokusai Wave Ecru Puzzles Rachell Sumpter Wild Moor,327,260,2,1,Ecru,Ecru,2,260,327,0,0,587,1,-0.44523872960924094,8.169716707023992
Artifact Puzzles Van Gogh Bridge In The Rain Artifact Puzzles Brueghel Music Room,267,287,1,2,Artifact,Artifact,2,267,287,0,0,554,1,-0.5767504330436005,0.7922903393418865
Artifact Puzzles Karen Kunc Verse From Macrocosmica Artifact Puzzles Pablo Picasso The Stranded Fish,120,110,2,2,Artifact,Artifact,2,0,230,0,0,230,2,-1.434089073189759,4.788996085301725
Artifact Puzzles Hopwood-Wade Emu Afternoon Tea Artifact Puzzles Tomasz Pietrzyk Romeo And Juliet,346,424,1,1,Artifact,Artifact,2,770,0,0,0,770,1,-0.7124108592957237,7.95942832367787
BCB Puzzles Klimt The Apple Tree BCB Puzzles Mucha Four Seasons,325,170,2,2,unknown,unknown,2,0,495,0,0,495,2,-0.3157778033900763,11.505007453790636
Artifact Puzzles Haeckel Jellyfish Artifact Puzzles Matisse Flowers,198,166,1,1,Artifact,Artifact,2,364,0,0,0,364,1,-1.7254392242045709,4.023348403213195
Ecru Puzzles Kristian Adam Pizza Boyz Ecru Puzzles Richard Friend Limberlost Woods,387,355,1,1,Ecru,Ecru,2,742,0,0,0,742,1,-0.7682752480352347,6.666543996532408
Artifact Puzzles Gore Icknield Way Artifact Puzzles Kevin Sloan The Gift Arrives,317,344,2,1,Artifact,Artifact,2,344,317,0,0,661,1,-0.335754098491338,5.035159138037928
Artifact Puzzles Alceste Campriani Pappagalli Artifact Puzzles Autumn Egrets,201,130,2,2,Artifact,Artifact,2,0,331,0,0,331,2,-0.9363159761470499,3.655065099840024
Artifact Puzzles Justin Hillgrove Word Travels South Artifact Puzzles Justin Hillgrove Word Travels West,456,548,1,2,Artifact,Artifact,2,456,548,0,0,1004,1,0.4765630162001372,6.068473336133831
Ecru Roch Urbaniak Bosfor Artifact Puzzles Seurat Eiffel Tower,214,135,3,1,Artifact,Ecru,2,135,0,214,0,349,2,-0.6986633993030738,2.947562254601933
Ecru Puzzles Winslow Homer Watching The Tide Ecru Puzzles Rachell Sumpter Brothers In Sport,166,179,2,2,Ecru,Ecru,2,0,345,0,0,345,2,-0.8759902520618412,14.457767452907106
Artifact Puzzles Arreguin Jaguars ,505,0,3,2,Artifact,Artifact,1,0,0,505,0,505,3,0.43114687048149664,18.577759263821388
Artifact Puzzles Joachim Patinir Crossing the River Styx Artifact Puzzles Ton Schulten Langs De Oever,168,134,2,1,Artifact,Artifact,2,134,168,0,0,302,1,-1.4062332966436921,7.052689662726933
Artifact Puzzles Geoffrey Gersten Poker Tree Artifact Puzzles Kevin Sloan Naughty Bird,288,270,1,2,Artifact,Artifact,2,288,270,0,0,558,1,-0.6009847524326032,2.9710516315955093
DaVici Puzzles Anton Gorcevic I Had A Dream Once DaVici Puzzles Sergey Adeev Day and Night,350,280,1,1,DaVici,DaVici,2,630,0,0,0,630,1,-1.007445388808925,4.023995223862407
Artifact Puzzles Joe Vaux Feathered Friends Artifact Puzzles Nicoletta Ceccoli Its My Party,134,216,2,1,Artifact,Artifact,2,216,134,0,0,350,1,-1.3679109420567748,5.093777087046852
Ecru Puzzles Maurice Denis Pittsburgh Sunset Ecru Puzzles Nicole Gustafsson The Bookkeeper,290,372,3,3,Ecru,Ecru,2,0,0,662,0,662,3,0.9608970652279364,8.013534279196076
Ecru Puzzles Iris Scott The Discussion Ecru Puzzles Nico Klopp Martigues,197,302,2,3,Ecru,Ecru,2,0,197,302,0,499,2,0.15092792347071468,7.120554799987535
Artifact Puzzles Paul Klee Fish Magic Artifact Puzzles Vikram Madan Physical Impossibility,254,292,3,1,Artifact,Artifact,2,292,0,254,0,546,2,-0.21195534128088273,32.09169412203972
Artifact Puzzles Bek Cruddace British Isles Map Artifact Puzzles Jim Flora Chioggia,493,359,1,1,Artifact,Artifact,2,852,0,0,0,852,1,-0.5564446301672126,29.967975282663136
Artifact Puzzles Kirby Scudder Palo Alto Map Artifact Puzzles Iwona Lifsches Serenity,418,313,3,1,Artifact,Artifact,2,313,0,418,0,731,2,0.4947631663850874,9.85265459823058
Artifact Puzzles Big San Francisco Literary Map Artifact Puzzles Roedig Flowers,367,293,1,1,Artifact,Artifact,2,660,0,0,0,660,1,-0.9406915149307868,8.915727956258056
Artifact Puzzles APAK Islands Of Life Artifact Puzzles Tyukanov Uprising of the Sausages,165,360,1,3,Artifact,Artifact,2,165,0,360,0,525,2,0.07418381876371641,4.20068742701243
Artifact Puzzles Little Seamaid Artifact Puzzles Indian Palace,74,171,2,2,Artifact,Artifact,2,0,245,0,0,245,2,-1.3517199948044027,4.957162532587569
Artifact Puzzles Monet Summer Artifact Puzzles Van Gogh De Sterrennacht,311,336,2,2,Artifact,Artifact,2,0,647,0,0,647,2,0.14266551146533152,9.797652317398644
"Davici Puzzles The Sailor Cat Davici Puzzles Elementary, My Dear Watson!",135,150,1,1,DaVici,DaVici,2,285,0,0,0,285,1,-2.0079814759753853,2.894888942939537
DaVici Puzzles Jadwiga Chekhovskaya Pup DaVici Puzzles Sergey Adeev Good Morning,332,164,1,1,DaVici,DaVici,2,496,0,0,0,496,1,-1.3356646392590372,4.220873392378322
Artifact Puzzles Paul Bond Ode To A Zen Koan Artifact Puzzles John Henry Dearle Forest Tapestry,267,577,2,4,Artifact,Artifact,2,0,267,0,577,844,3,1.7350160642549077,11.143912279116783
Artifact Puzzles Dany Paragouteva Magic Carpet Artifact Puzzles Matte Stephens Central Park Fifth Avenue,305,439,2,3,Artifact,Artifact,2,0,305,439,0,744,2,0.8996325403251102,26.393627159696223
Artifact Puzzles Bokuyo Forest  ,689,0,4,2,Artifact,Artifact,1,0,0,0,689,689,4,1.6651853441404572,45.21143336467153
Artifact Puzzles Aaron Wolf Cathedral Of The Changing Tides Artifact Puzzles Jeyselle Solentiname Jungle,360,319,3,3,Artifact,Artifact,2,0,0,679,0,679,3,1.0128551003585018,17.17053948103582
Artifact Puzzles Van Gogh De Sterrennacht  Artifact Puzzles Kathryn Freeman The Sunday Paper Wooden,336,177,3,2,Artifact,Artifact,2,0,177,336,0,513,2,0.23481098526076424,8.041321886402777
Artifact Puzzles - William Glackens Cape Cod Pier Artifact Puzzles Julius LeBlanc Stewart Yachting,139,319,2,2,Artifact,Artifact,2,0,458,0,0,458,2,-0.4417389153981614,6.662610568569167
Artifact Puzzles Iris Scott Tiger Fire Artifact Puzzles Rachel Pedder-Smith Abandoned Garden,306,296,3,2,Artifact,Artifact,2,0,296,306,0,602,2,0.4249513289062019,4.324839333702917
Artifact Puzzles Peruvian Tapestry Artifact Puzzles Susan Loy Marriage Of Two Minds,268,255,3,3,Artifact,Artifact,2,0,0,523,0,523,3,0.49718080031385303,9.906221247460495
Ecru Puzzles Mystery Puzzle #17 Ecru Puzzles Mystery Puzzle #23,300,447,1,3,Ecru,Ecru,2,300,0,447,0,747,2,0.5828409539039875,87.02129275150425
Liberty Puzzles David Newton Sunset: Pool of London Liberty Puzzles Damian Elwes Picassos Studio,507,527,2,2,Liberty,Liberty,2,0,1034,0,0,1034,2,1.044002172127718,102.1780991261378
Ecru Mystery Puzzle #9 Artifact Puzzles Eric Joyner Gangenstein,223,159,1,1,Artifact,Ecru,2,382,0,0,0,382,1,-1.667097157634911,2.6182868920401043
Artifact Puzzles Eric Joyner Tiger Mountain Artifact Puzzles APAK Fruit of Dreams,189,175,1,1,Artifact,Artifact,2,364,0,0,0,364,1,-1.7254392242045709,7.9958564443939935
DaVici Good Morning DaVici The Life of Birds,170,145,1,1,DaVici,DaVici,2,315,0,0,0,315,1,-1.8950143246890683,10.278898581727848
DaVici Puzzles Russian Tryptych ,1000,0,3,2,DaVici,DaVici,1,0,0,1000,0,1000,3,1.8596170998998247,34.00449635244556
Artifact Puzzles Piero Cosimo Andromeda  Artifact Puzzles Kevin Sloan The Worrier,411,427,3,2,Artifact,Artifact,2,0,427,411,0,838,2,1.0629341120637237,17.81957078450008
Artifact Puzzles Giuseppe Castiglione Birds and Cherries Artifact Puzzles Gordon Barker Seaside,152,242,1,1,Artifact,Artifact,2,394,0,0,0,394,1,-1.6292439961626202,8.040155412993935
Artifact Puzzles Vikram Madan Caf-Fiend Artifact Puzzles Hoefnagel Pear,81,106,1,1,Artifact,Artifact,2,187,0,0,0,187,1,-2.446607282090258,7.831559046663055
Liberty Puzzles Agra Liberty Puzzles Ditz Patchwork-Birds,608,562,2,3,Liberty,Liberty,2,0,608,562,0,1170,2,1.782880115042822,104.80703787285942
Liberty Puzzles Dr. Seuss A Plethora of Fish ,470,0,2,2,Liberty,Liberty,1,0,470,0,0,470,2,-0.400144755823713,45.10214154262277
Artifact Puzzles Jim Flora Chioggia Ecru Puzzles Scott Gustafson Belling The Cat,359,364,1,3,Artifact,Ecru,2,359,0,364,0,723,2,0.35075670579675067,82.15227093015368
Artifact Puzzles Henri Charles Manguin Les Renoncules Artifact Puzzles Sakakibara Shiho Early Spring,173,109,1,1,Artifact,Artifact,2,282,0,0,0,282,1,-2.0197201101281412,47.76898820371375
Artifact Puzzles Jethro Buck Fishies Artifact Puzzles Jim Flora Tampico,355,296,4,1,Artifact,Artifact,2,296,0,0,355,651,2,0.669368023849448,84.69566931365465
Artifact Puzzles Amedeo Simonetti Artifact Puzzles Renoir Pears,269,166,2,1,Artifact,Artifact,2,166,269,0,0,435,1,-0.846456375590787,34.24963623410976
Artifact Puzzles Iwona Lifsches Poohsticks Artifact Puzzles Deccan Miniature,261,150,1,2,Artifact,Artifact,2,261,150,0,0,411,1,-1.1697223242291854,34.2288068503483
Artifact Puzzles Kessel Bugs Double-sided  Artifact Puzzles Fernand Pelez Saltimbanques,119,169,2,1,Artifact,Artifact,2,169,119,0,0,288,1,-1.589119570568024,34.2288068503483
Artifact Puzzles Isabelle Plante La Connaissance Artifact Puzzles Jonik Wizards Workshop,379,358,1,1,Artifact,Artifact,2,737,0,0,0,737,1,-0.7784027196578971,8.887258665182014
Artifact Puzzles Tyukanov Flying Bottle Artifact Puzzles Tom Kidd Dunne Estates,300,423,2,1,Artifact,Artifact,2,423,300,0,0,723,1,-0.2616869529220182,18.80947915673308
Artifact Puzzles Karla Gerard Night Song Artifact Puzzles Dan Dos Santos Stalking the Unicorn,321,303,1,1,Artifact,Artifact,2,624,0,0,0,624,1,-1.0210568584075073,22.10016459669126
Artifact Puzzles Karla Gerard By The Sea Artifact Puzzles Kevin Sloan Welcome To The Wilderness,356,418,1,2,Artifact,Artifact,2,356,418,0,0,774,1,-0.0020051809376233896,17.78147685586515
Artifact Puzzles Paul Klee Fish Magic Artifact Puzzles Vikram Madan Physical Impossibility,254,292,3,1,Artifact,Artifact,2,292,0,254,0,546,2,-0.21195534128088273,27.82548445663188
Artifact Puzzles Vikram Madan Social Distancing Artifact Puzzles Tyson Grumm Slacking Pandas,228,224,2,1,Artifact,Artifact,2,224,228,0,0,452,1,-0.8973387953001861,45.58556611436513
Artifact Puzzles - William Glackens Cape Cod Pier Artifact Puzzles Julius LeBlanc Stewart Yachting,139,319,2,2,Artifact,Artifact,2,0,458,0,0,458,2,-0.4417389153981614,88.65424820326791
Artifact Puzzles Angie Rees Boobie Trapped Artifact Puzzles Jonik Rapunzel,340,411,2,3,Artifact,Artifact,2,0,340,411,0,751,2,0.8849065660397133,131.8592197302275
Snowflake Puzzles Shinobazu Pond During a Foggy Evening Snowflake Puzzles Red Warehouses at Gloucester,500,500,4,4,Other-Hand-cut,Other-Hand-cut,2,0,0,0,1000,1000,4,2.5588010647462736,33.8618623588015
Artifact Puzzles Erin Hanson Crystal Grove Artifact Puzzles Matt Lyon Monastery,357,460,4,3,Artifact,Artifact,2,0,0,460,357,817,3,1.7075843821132473,35.55529324117121
Artifact Puzzles Randal Spangler Computer Catastrophes Artifact Puzzles Bruce Riley Stem Cell,182,191,1,3,Artifact,Artifact,2,182,0,191,0,373,2,-0.7421613516695744,35.55529324117121
Ecru Puzzles William Penhallow Henderson Lucero Place Artifact Puzzles Georges Seurat Grand Jatte,385,482,2,2,Artifact,Ecru,2,0,867,0,0,867,2,0.6897465680221743,7.686188821270428
Stumpcraft Julien Delval Malédiction TurtleTeasers The Temple,325,0,2,2,unknown,unknown,1,0,325,0,0,325,2,-0.9627068847095733,8.045119316012801
Artifact Puzzles Aaron Wolf Cathedral Of The Changing Tides Ecru Puzzles Erin Hanson Layers Of Afternoon,360,287,3,3,Artifact,Ecru,2,0,0,647,0,647,3,0.9142852206036093,8.987866661407049
Wild Poppies Puzzles Claude Monet Poppy Field Artistry Puzzle Klimt The Kiss,325,0,2,2,unknown,unknown,1,0,325,0,0,325,2,-0.9627068847095733,8.9892755703672
Artifact Puzzles Rachell Sumpter Chinatown Quadtych ,1121,0,3,2,Artifact,Artifact,1,0,0,1121,0,1121,3,2.1297039204019153,23.89490190088664
Artifact Puzzles Albert Bierstadt Valley Of The Yosemite Ecru Puzzles Erin Hanson Hues Of Zion,494,219,3,3,Artifact,Ecru,2,0,0,713,0,713,3,1.1141497016193669,9.150212126599618
Artifact Puzzles Some Enchanted Evening Artifact Puzzles Randal Spangler Fireside Fairytales,422,364,3,2,Artifact,Artifact,2,0,364,422,0,786,2,0.9691074697584203,8.875137259768692
Artifact Puzzles Joe Vaux Garden Of Earthly Delights ,619,0,2,2,Artifact,Artifact,1,0,619,0,0,619,2,0.06425041722427771,4.922985942361204
Artifact Puzzles Kevin Sloan The Messenger Artifact Puzzles Tomasz Pietrzyk Circle Of Time,313,220,2,1,Artifact,Artifact,2,220,313,0,0,533,1,-0.5674980499359691,3.956205612163773
